"licence_numbers","business_name","name_of_license","premise_address","Postal.Code","Lat","Long"
"SW15968N000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","37 TEBAN GARDENS ROAD, #01-304/305/306 S(600037) #01-304/305/306","600037",1.32053143645806,103.742652199249
"SW15D03B000","Prime supermarket","PRIME SUPERMARKET (1996) PTE LTD","50 NANYANG AVENUE #NS3-01-27,#NS3-01-28,#NS3-01-26, NORTH SPINE , NTU S(639798)","639798",1.34382260860561,103.682773793248
"SW16224E000","Nawas global","NAWAS GLOBAL PTE. LTD.","3 TUAS SOUTH STREET 12 #01-16, TUAS SOUTH DORMITORY S(636947)","636947",1.27164225840049,103.63351227878
"SW16814X000","Vinayak traders","VINAYAK TRADERS PTE. LTD.","1 JALAN PAPAN #01-33,#01-34, S(619392)","619392",1.32087635946694,103.727545977964
"SW16901A000","Sadia supermarket & trading","SADIA SUPERMARKET & TRADING (S) PTE. LTD.","12 TUAS SOUTH STREET 13 #01-20/21, S(636937)","636937",1.27019585421212,103.634479625194
"SW16921N000","Chennai trading & supermarket","CHENNAI TRADING & SUPERMART PTE. LTD.","1 JALAN PAPAN #01-35,#01-36, S(619392)","619392",1.32087635946694,103.727545977964
"SW16942C000","Popular supermarket","POPULAR SUPERMARKET PTE. LTD.","12 TUAS SOUTH STREET 13 #01-18/19, S(636937)","636937",1.27019585421212,103.634479625194
"SW16B52K000","Ajmal trading group","AJMAL  TRADING GROUP PTE. LTD.","5 JALAN PAPAN #01-32, ASPRI-WESTLITE PAPAN S(619396)","619396",1.32207201524401,103.727545771811
"SW16D52V000","U stars supermarket","U STARS PTE. LTD.","810 CHOA CHU KANG AVENUE 7 #01-01, MULTI STOREY CAR PARK S(680810)","680810",1.3740546176425,103.746160942106
"SW16D83E000","Fairprice shop","NTUC FAIRPRICE CO-OPERATIVE LTD","249 JURONG EAST STREET 24 #01-106, S(600249)","600249",1.34256242291848,103.739259690369
"SW16E98J000","Phannee supermart","PHAN NEE INVESTMENTS (S) PTE. LTD.","500 OLD CHOA CHU KANG ROAD #01-21, S(698924)","698924",1.37761084648511,103.718403750945
"SW16H70N000","Malar marketing","MALAR MARKETING PTE. LTD.","69 TUAS SOUTH AVENUE 1 #01-02, SEATOWN INDUSTRIAL CENTRE S(637589)","637589",1.31335079454993,103.627473853217
"SW17592A000","The seafood market place by song fish","SONG FISH DEALER PTE LTD","50 JURONG GATEWAY ROAD #B1-43,#B1-44, JEM S(608549)","608549",1.3325523295069,103.743262234833
"SW17728C000","U stars megamart","U STARS PTE. LTD.","817 KEAT HONG LINK #01-14, MULTI STOREY CAR PARK S(680817)","680817",1.37754385007462,103.749700036701
"SW17E56V000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","1 FUSIONOPOLIS WAY #B2-03, CONNEXIS S(138632)","138632",1.29943736719293,103.787576666868
"SW18581V000","The qualitymart depot","THE QUALITYMART DEPOT PTE. LTD.","180 DEPOT ROAD #01-04, INTERLACE, THE S(109684)","109684",1.28220135422008,103.803023756097
"SW18715E000","Seoul butchery","SEOUL BUTCHERY PTE. LTD.","13 YUK TONG AVENUE, CHUN TIN COURT S(596318)","596318",1.34207496392367,103.774632794309
"SW18A30L000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","440 BUKIT BATOK WEST AVENUE 8 #01-10, MULTI STOREY CAR PARK S(650440)","650440",1.35572308109486,103.739303105372
"SW18A40J000","Giant express","COLD STORAGE SINGAPORE (1983) PTE LTD","35 STUDENTS WALK, NTU CANTEEN 2 S(639548)","639548",1.34842266576961,103.685434201207
"SW18F69X000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","451 BUKIT BATOK WEST AVENUE 6 #01-10, MULTI STOREY CAR PARK S(650451)","650451",1.35303717968525,103.743942567711
"SW19707V000","Balu supermarket","BALU SUPER MARKET PTE. LTD.","14 TUAS AVENUE 1 #01-01, JTC SPACE @ TUAS S(639499)","639499",1.32148166449156,103.660952805443
"SW19869J000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)","650292",1.34447136304156,103.755394615486
"SW19934B000","The seafood market place by song fish","SONG FISH DEALER PTE LTD","1 HARBOURFRONT WALK #B2-23A, VIVO CITY S(098585)","098585",1.26434458658544,103.822476140505
"SW19A15B000","Nihi mini mart","NIHI PTE. LTD.","8 TECH PARK CRESCENT #01-00, S(638124)","638124",1.31097333406367,103.629405094456
"SW19G50C000","Lamiah minimart","LAMIAH ENTERPRISE PTE. LTD.","40 TUAS VIEW SQUARE #01-03, LANDBASE INDUSTRIAL BUILDING S(637779)","637779",1.30047659570156,103.628812327397
"W02065N000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","101 THOMSON ROAD #B1-52, UNITED SQUARE S(307591)","307591",1.31742800767635,103.843670754851
"W02066L000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","211 HOLLAND AVENUE #01-05, HOLLAND ROAD SHOPPING CENTRE S(278967)","278967",1.31025542158588,103.795350441035
"W02068J000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","1 KIM SENG PROMENADE #B1-139,#B1-140,#B1-141, GREAT WORLD CITY S(237994)","237994",1.2934759620704,103.831975865363
"W02070V000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","290 ORCHARD ROAD #B1-14/15, THE PARAGON S(238859)","238859",1.30371084737898,103.83526664484
"W02071X000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","391A ORCHARD ROAD #B2-01, NGEE ANN CITY TOWER A S(238873)","238873",1.30242417189411,103.834676124723
"W02072P000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","302 TIONG BAHRU ROAD #B1-01, TIONG BAHRU PLAZA S(168732)","168732",1.28633177192832,103.827550771424
"W02073N000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","163 TANGLIN ROAD #B1-02/03, TANGLIN MALL S(247933)","247933",1.30485342102105,103.823883490852
"W02074L000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","238 THOMSON ROAD #01-27,#01-28,#01-29,#01-30,#01-82,#01-83, NOVENA SQUARE S(307683)","307683",1.32021100706836,103.843656761867
"W02075K000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","230 VICTORIA STREET #B1-16, BUGIS JUNCTION S(188024)","188024",1.29981639897451,103.855923558787
"W02076J000","Fish supplier","HONG HENG SENG","5 BANDA STREET #03-92, S(050005)","050005",1.28119737026913,103.843437320613
"W02078C000","Isetan","ISETAN (SINGAPORE) LIMITED","350 ORCHARD ROAD #B1-00, SHAW HOUSE S(238868)","238868",1.30580981580562,103.831507365654
"W02080P000","Market place","COLD STORAGE SINGAPORE (1983) PTE LTD","252 NORTH BRIDGE ROAD #B1-01, RAFFLES CITY SHOPPING CENTRE S(179103)","179103",1.29376028134073,103.852768324281
"W02081N000","Thai supermarket","Loh Nyen Yiu","5001 BEACH ROAD #02-64, GOLDEN MILE COMPLEX S(199588)","199588",1.3027512163519,103.865163649543
"W02083K000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","166 BUKIT MERAH CENTRAL #01-3527, BUKIT MERAH AREA OFFICE S(150166) 02-3531","150166",1.28309262574973,103.817667202598
"W02086C000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","50 HAVELOCK ROAD #01-755, S(160050)","160050",1.2897647546758,103.826802915076
"W02088A000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","68 ORCHARD ROAD #B2-15/16, PLAZA SINGAPURA S(238839)","238839",1.30083413030923,103.845072743164
"W02092J000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","5 TANJONG PAGAR PLAZA #01-01, S(081005)","081005",1.27624052001347,103.843006115698
"W02096A000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","81 CLEMENCEAU AVENUE #02-18, S(239917)","239917",1.29225958503296,103.842561023913
"W02140C000","Hao mart","HAO MART PTE. LTD.","200 TURF CLUB ROAD #01-01, THE GRANDSTAND S(287994)","287994",1.33759373277131,103.793707423659
"W02239E000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","131 KILLINEY ROAD #01-01,02, ORCHARD GRAND COURT S(239571)","239571",1.29727531417916,103.838533924757
"W02332N000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","52 CHIN SWEE ROAD #01-25, S(160052)","160052",1.28708278284998,103.841580109275
"W03142N000","Mustafa singapore","MUSTAFA HOLDINGS PTE LTD","147 SYED ALWI ROAD, S(207706)","207706",1.30975299910627,103.855701473372
"W70029L000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","170 STIRLING ROAD #01-1147, S(140170)","140170",1.29091128182876,103.803120797076
"W72014K000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","86 REDHILL CLOSE #01-610, S(150086)","150086",1.2869200622963,103.818673592235
"W74072X000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","8 TELOK BLANGAH CRESCENT #01-171, S(090008)","090008",1.27779539068994,103.819341303524
"W89166E000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","176 ORCHARD ROAD #B1-09/11, CENTREPOINT SHOPPING COMPLEX S(238843)","238843",1.30151446722773,103.840054426935
"W90084A000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","133 NEW BRIDGE ROAD #B1-01, CHINATOWN POINT S(059413)","059413",1.28499882847401,103.844697081142
